"","movie","type","word","minutes_in","group","year"
"449","Jackie Brown","word","fucking",36.4,"Fucks","1997"
"450","Jackie Brown","word","shit",36.42,"Shits","1997"
"451","Jackie Brown","word","shit",36.52,"Shits","1997"
"452","Jackie Brown","word","shit",36.97,"Shits","1997"
"453","Jackie Brown","word","shit",37,"Shits","1997"
"454","Jackie Brown","word","hell",37.13,"PG-13","1997"
"455","Jackie Brown","word","motherfucking",37.15,"Fucks","1997"
"456","Jackie Brown","word","ass",37.28,"PG-13","1997"
"457","Jackie Brown","word","shit",37.33,"Shits","1997"
"458","Jackie Brown","word","ass",37.37,"PG-13","1997"
"459","Jackie Brown","word","shit",37.88,"Shits","1997"
"460","Jackie Brown","word","shit",38.58,"Shits","1997"
"461","Jackie Brown","word","fuck",38.95,"Fucks","1997"
"462","Jackie Brown","word","fucking",38.98,"Fucks","1997"
"463","Jackie Brown","word","shit",39.3,"Shits","1997"
"464","Jackie Brown","word","shit",39.35,"Shits","1997"
"465","Jackie Brown","word","bitch",44.32,"Female Slur","1997"
"466","Jackie Brown","word","ass",45.38,"PG-13","1997"
"467","Jackie Brown","word","hell",48.1,"PG-13","1997"
"468","Jackie Brown","word","ass",48.1,"PG-13","1997"
"469","Jackie Brown","word","ass",48.17,"PG-13","1997"
"470","Jackie Brown","word","shit",48.35,"Shits","1997"
"471","Jackie Brown","word","damn",48.52,"PG-13","1997"
"472","Jackie Brown","word","shit",48.53,"Shits","1997"
"473","Jackie Brown","word","shitload",48.6,"Shits","1997"
"474","Jackie Brown","word","shitload",50.45,"Shits","1997"
"475","Jackie Brown","word","dick",50.88,"Male Genitalia","1997"
"476","Jackie Brown","word","n-word",50.97,"Racial Slur","1997"
"477","Jackie Brown","word","hell",51.03,"PG-13","1997"
"478","Jackie Brown","word","fuck",51.05,"Fucks","1997"
"479","Jackie Brown","word","fuck",51.1,"Fucks","1997"
"480","Jackie Brown","word","ass",51.22,"PG-13","1997"
"481","Jackie Brown","word","motherfuckers",51.32,"Fucks","1997"
"482","Jackie Brown","word","fuck",51.4,"Fucks","1997"
"483","Jackie Brown","word","damn",51.42,"PG-13","1997"
"484","Jackie Brown","word","ass",51.45,"PG-13","1997"
"485","Jackie Brown","word","fucking",51.5,"Fucks","1997"
"486","Jackie Brown","word","ass",51.62,"PG-13","1997"
"487","Jackie Brown","word","fuck",51.65,"Fucks","1997"
"488","Jackie Brown","word","motherfucking",51.8,"Fucks","1997"
"489","Jackie Brown","word","motherfucking",51.97,"Fucks","1997"
"490","Jackie Brown","word","motherfucking",53.17,"Fucks","1997"
"491","Jackie Brown","word","ass",57.42,"PG-13","1997"
"492","Jackie Brown","word","fuck",57.93,"Fucks","1997"
"493","Jackie Brown","word","ass",59.12,"PG-13","1997"
"494","Jackie Brown","word","shit",60.2,"Shits","1997"
"495","Jackie Brown","word","shit",61.53,"Shits","1997"
"496","Jackie Brown","word","ass",61.93,"PG-13","1997"
"497","Jackie Brown","word","goddamn",62.97,"PG-13","1997"
"498","Jackie Brown","word","shit",63.07,"Shits","1997"
"499","Jackie Brown","word","shit",63.07,"Shits","1997"
"500","Jackie Brown","word","shit",66.05,"Shits","1997"
"501","Jackie Brown","word","fucking",67.82,"Fucks","1997"
"502","Jackie Brown","word","fuck",67.95,"Fucks","1997"
"503","Jackie Brown","word","damn",69.7,"PG-13","1997"
"504","Jackie Brown","word","n-word",70.02,"Racial Slur","1997"
"505","Jackie Brown","word","motherfuckers",70.03,"Fucks","1997"
"506","Jackie Brown","word","ass",70.05,"PG-13","1997"
"507","Jackie Brown","word","bullshit",70.1,"Shits","1997"
"508","Jackie Brown","word","motherfucker",70.12,"Fucks","1997"
"509","Jackie Brown","word","damn",70.15,"PG-13","1997"
"510","Jackie Brown","word","fuck",70.3,"Fucks","1997"
"511","Jackie Brown","word","goddamn",70.45,"PG-13","1997"
"512","Jackie Brown","word","fuck",70.8,"Fucks","1997"
"513","Jackie Brown","word","fuck",70.9,"Fucks","1997"
"514","Jackie Brown","word","ass",70.93,"PG-13","1997"
"515","Jackie Brown","word","shit",71.2,"Shits","1997"
"516","Jackie Brown","word","fuck",71.23,"Fucks","1997"
"517","Jackie Brown","word","damn",71.67,"PG-13","1997"
"518","Jackie Brown","word","fucking",72.6,"Fucks","1997"
"519","Jackie Brown","word","fuck",73.2,"Fucks","1997"
"520","Jackie Brown","word","shit",73.27,"Shits","1997"
"521","Jackie Brown","word","fuck",73.85,"Fucks","1997"
"522","Jackie Brown","word","shit",75.37,"Shits","1997"
"523","Jackie Brown","word","pussy",75.38,"PG-13","1997"
"524","Jackie Brown","word","shit",75.6,"Shits","1997"
"525","Jackie Brown","word","bitch",75.63,"Female Slur","1997"
"526","Jackie Brown","word","fucking",75.63,"Fucks","1997"
"527","Jackie Brown","word","fuck",75.7,"Fucks","1997"
"528","Jackie Brown","word","n-word",75.7,"Racial Slur","1997"
"529","Jackie Brown","word","damn",75.73,"PG-13","1997"
"530","Jackie Brown","word","fuck",75.77,"Fucks","1997"
"531","Jackie Brown","word","fucked",75.87,"Fucks","1997"
"532","Jackie Brown","word","shit",76.18,"Shits","1997"
"533","Jackie Brown","word","bitches",76.32,"Female Slur","1997"
"534","Jackie Brown","word","ass",76.72,"PG-13","1997"
"535","Jackie Brown","word","ass",76.92,"PG-13","1997"
"536","Jackie Brown","word","bitch",77.05,"Female Slur","1997"
"537","Jackie Brown","word","fuck",77.35,"Fucks","1997"
"538","Jackie Brown","word","bitch",77.47,"Female Slur","1997"
"539","Jackie Brown","word","ass",79.37,"PG-13","1997"
"540","Jackie Brown","word","shit",80.33,"Shits","1997"
"541","Jackie Brown","word","fuck",81,"Fucks","1997"
"542","Jackie Brown","word","shit",81.02,"Shits","1997"
"543","Jackie Brown","word","shit",83.92,"Shits","1997"
"544","Jackie Brown","word","shit",88.68,"Shits","1997"
"545","Jackie Brown","word","shit",88.83,"Shits","1997"
"546","Jackie Brown","word","hell",92.38,"PG-13","1997"
"547","Jackie Brown","word","hell",92.38,"PG-13","1997"
"548","Jackie Brown","word","hell",92.43,"PG-13","1997"
"549","Jackie Brown","word","shit",92.52,"Shits","1997"
"550","Jackie Brown","word","shit",92.55,"Shits","1997"
"551","Jackie Brown","word","goddamn",92.57,"PG-13","1997"
"552","Jackie Brown","word","fuck",92.58,"Fucks","1997"
"553","Jackie Brown","word","ass",92.62,"PG-13","1997"
"554","Jackie Brown","word","fucking",92.63,"Fucks","1997"
"555","Jackie Brown","word","fuck",92.65,"Fucks","1997"
"556","Jackie Brown","word","ass",92.7,"PG-13","1997"
"557","Jackie Brown","word","shit",92.82,"Shits","1997"
"558","Jackie Brown","word","ass",92.97,"PG-13","1997"
"559","Jackie Brown","word","damn",93.03,"PG-13","1997"
"560","Jackie Brown","word","shit",94.13,"Shits","1997"
"561","Jackie Brown","word","ass",94.27,"PG-13","1997"
"562","Jackie Brown","word","ass",94.77,"PG-13","1997"
"563","Jackie Brown","word","damn",94.98,"PG-13","1997"
"564","Jackie Brown","word","shit",95.07,"Shits","1997"
"565","Jackie Brown","word","motherfucker",95.08,"Fucks","1997"
"566","Jackie Brown","word","motherfucker",95.13,"Fucks","1997"
"567","Jackie Brown","word","shit",96.7,"Shits","1997"
"568","Jackie Brown","word","fucking",96.9,"Fucks","1997"
"569","Jackie Brown","word","hell",97.37,"PG-13","1997"
"570","Jackie Brown","word","bitch",98.02,"Female Slur","1997"
"571","Jackie Brown","word","ass",98.07,"PG-13","1997"
"572","Jackie Brown","word","shit",98.15,"Shits","1997"
"573","Jackie Brown","word","motherfucking",98.17,"Fucks","1997"
"574","Jackie Brown","word","goddamn",98.23,"PG-13","1997"
"575","Jackie Brown","word","goddamn",98.45,"PG-13","1997"
"576","Jackie Brown","word","bitch",98.45,"Female Slur","1997"
"577","Jackie Brown","word","fucking",98.47,"Fucks","1997"
"578","Jackie Brown","word","ass",101.37,"PG-13","1997"
"579","Jackie Brown","word","fuck",101.92,"Fucks","1997"
"580","Jackie Brown","word","motherfucking",101.98,"Fucks","1997"
"581","Jackie Brown","word","bitch",102.07,"Female Slur","1997"
"582","Jackie Brown","word","fucking",102.08,"Fucks","1997"
"583","Jackie Brown","word","ass",102.08,"PG-13","1997"
"584","Jackie Brown","word","goddamn",102.1,"PG-13","1997"
"585","Jackie Brown","word","ass",102.32,"PG-13","1997"
"586","Jackie Brown","word","fuck",102.33,"Fucks","1997"
"587","Jackie Brown","word","ass",105.27,"PG-13","1997"
"588","Jackie Brown","word","fuck",106.32,"Fucks","1997"
"589","Jackie Brown","word","goddamn",109.7,"PG-13","1997"
"590","Jackie Brown","word","fuck",109.77,"Fucks","1997"
"591","Jackie Brown","word","fucking",109.82,"Fucks","1997"
"592","Jackie Brown","word","shit",109.97,"Shits","1997"
"593","Jackie Brown","word","bitch",110.13,"Female Slur","1997"
"594","Jackie Brown","word","fucking",110.15,"Fucks","1997"
"595","Jackie Brown","word","fucking",110.52,"Fucks","1997"
"596","Jackie Brown","word","fuck",111.27,"Fucks","1997"
"597","Jackie Brown","word","fuck",111.83,"Fucks","1997"
"598","Jackie Brown","word","goddamn",111.85,"PG-13","1997"
"599","Jackie Brown","word","fucking",111.9,"Fucks","1997"
"600","Jackie Brown","word","fuck",111.97,"Fucks","1997"
"601","Jackie Brown","word","fucking",111.98,"Fucks","1997"
"602","Jackie Brown","word","fuck",112.07,"Fucks","1997"
"603","Jackie Brown","word","fuck",112.35,"Fucks","1997"
"604","Jackie Brown","word","fucking",113.18,"Fucks","1997"
"605","Jackie Brown","word","bitch",114.98,"Female Slur","1997"
"606","Jackie Brown","word","fucking",115,"Fucks","1997"
"607","Jackie Brown","word","fuck",116.07,"Fucks","1997"
"608","Jackie Brown","word","fucking",120.22,"Fucks","1997"
"609","Jackie Brown","word","fucking",120.35,"Fucks","1997"
"610","Jackie Brown","word","fucking",120.85,"Fucks","1997"
"611","Jackie Brown","word","bitch",121.1,"Female Slur","1997"
"612","Jackie Brown","word","fucking",121.87,"Fucks","1997"
"613","Jackie Brown","word","fucking",121.92,"Fucks","1997"
"614","Jackie Brown","word","ass",122.08,"PG-13","1997"
"615","Jackie Brown","word","fuck",122.12,"Fucks","1997"
"616","Jackie Brown","word","fuck",122.15,"Fucks","1997"
"617","Jackie Brown","word","fuck",122.17,"Fucks","1997"
"618","Jackie Brown","word","fucking",121.2,"Fucks","1997"
"619","Jackie Brown","word","shit",122.28,"Shits","1997"
"620","Jackie Brown","word","bitch",123.32,"Female Slur","1997"
"621","Jackie Brown","word","shit",123.63,"Shits","1997"
"622","Jackie Brown","word","motherfucker",124.57,"Fucks","1997"
"623","Jackie Brown","word","hell",124.65,"PG-13","1997"
"624","Jackie Brown","word","ass",124.68,"PG-13","1997"
"625","Jackie Brown","word","motherfuckers",124.75,"Fucks","1997"
"626","Jackie Brown","word","fucking",124.83,"Fucks","1997"
"627","Jackie Brown","word","fucking",124.85,"Fucks","1997"
"628","Jackie Brown","word","fucking",124.88,"Fucks","1997"
"629","Jackie Brown","word","fucking",124.9,"Fucks","1997"
"630","Jackie Brown","word","goddamn",124.97,"PG-13","1997"
"631","Jackie Brown","word","motherfucker",125.07,"Fucks","1997"
"632","Jackie Brown","word","ass",125.1,"PG-13","1997"
"633","Jackie Brown","word","shit",125.12,"Shits","1997"
"634","Jackie Brown","word","fucking",125.15,"Fucks","1997"
"635","Jackie Brown","word","fuck",125.33,"Fucks","1997"
"636","Jackie Brown","word","ass",125.37,"PG-13","1997"
"637","Jackie Brown","word","shit",126.42,"Shits","1997"
"638","Jackie Brown","word","fucking",126.62,"Fucks","1997"
"639","Jackie Brown","word","fucking",127.07,"Fucks","1997"
"640","Jackie Brown","word","fucking",127.42,"Fucks","1997"
"641","Jackie Brown","word","fucking",128.38,"Fucks","1997"
"642","Jackie Brown","word","motherfucking",128.42,"Fucks","1997"
"643","Jackie Brown","word","motherfucker",128.47,"Fucks","1997"
"644","Jackie Brown","word","fuck",129.17,"Fucks","1997"
"645","Jackie Brown","word","fucking",129.57,"Fucks","1997"
"646","Jackie Brown","word","goddamn",130.9,"PG-13","1997"
"647","Jackie Brown","word","motherfucking",130.92,"Fucks","1997"
"648","Jackie Brown","word","motherfucking",131,"Fucks","1997"
"649","Jackie Brown","word","motherfucker",131.08,"Fucks","1997"
"650","Jackie Brown","word","motherfucker",131.18,"Fucks","1997"
"651","Jackie Brown","word","shit",131.22,"Shits","1997"
"652","Jackie Brown","word","n-word",131.25,"Racial Slur","1997"
"653","Jackie Brown","word","motherfucker",131.28,"Fucks","1997"
"654","Jackie Brown","word","goddamn",131.35,"PG-13","1997"
"655","Jackie Brown","word","motherfucker",131.38,"Fucks","1997"
"656","Jackie Brown","word","shit",131.4,"Shits","1997"
"657","Jackie Brown","word","goddamn",131.45,"PG-13","1997"
"658","Jackie Brown","word","shit",131.57,"Shits","1997"
"659","Jackie Brown","word","n-word",131.8,"Racial Slur","1997"
"660","Jackie Brown","word","motherfucking",132.78,"Fucks","1997"
"661","Jackie Brown","word","ass",133.05,"PG-13","1997"
"662","Jackie Brown","word","motherfucking",133.13,"Fucks","1997"
"663","Jackie Brown","word","fuck",134,"Fucks","1997"
"664","Jackie Brown","word","goddamn",134.02,"PG-13","1997"
"665","Jackie Brown","word","fucking",134.07,"Fucks","1997"
"666","Jackie Brown","word","ass",134.18,"PG-13","1997"
"667","Jackie Brown","word","motherfucker",134.33,"Fucks","1997"
"668","Jackie Brown","word","motherfucker",134.5,"Fucks","1997"
"669","Jackie Brown","word","n-word",134.78,"Racial Slur","1997"
"670","Jackie Brown","word","shit",135,"Shits","1997"
"671","Jackie Brown","word","ass",135.67,"PG-13","1997"
"672","Jackie Brown","word","dumbass",135.72,"PG-13","1997"
"673","Jackie Brown","word","bullshit",136.72,"Shits","1997"
"674","Jackie Brown","word","fucking",136.9,"Fucks","1997"
"675","Jackie Brown","word","ass",137.13,"PG-13","1997"
"676","Jackie Brown","word","n-word",137.13,"Racial Slur","1997"
"677","Jackie Brown","word","goddamn",138.2,"PG-13","1997"
"678","Jackie Brown","word","bullshit",141.03,"Shits","1997"
"679","Jackie Brown","word","bitch",141.2,"Female Slur","1997"
"680","Jackie Brown","word","goddamn",141.23,"PG-13","1997"
"681","Jackie Brown","word","motherfucker",141.35,"Fucks","1997"
"682","Jackie Brown","word","n-word",141.5,"Racial Slur","1997"
"683","Jackie Brown","word","motherfucker",141.55,"Fucks","1997"
"684","Jackie Brown","word","motherfucker",141.8,"Fucks","1997"
"685","Jackie Brown","word","motherfucker",141.93,"Fucks","1997"
"686","Jackie Brown","word","ass",142.43,"PG-13","1997"
"687","Jackie Brown","word","fucking",142.47,"Fucks","1997"
"688","Jackie Brown","word","goddamn",142.97,"PG-13","1997"
"689","Kill Bill: Vol. 1","word","bitch",7.12,"Female Slur","2003"
"690","Kill Bill: Vol. 1","word","ass",8.1,"PG-13","2003"
"691","Kill Bill: Vol. 1","word","damn",8.12,"PG-13","2003"
"692","Kill Bill: Vol. 1","word","bitch",10.45,"Female Slur","2003"
"693","Kill Bill: Vol. 1","word","shit",10.5,"Shits","2003"
"694","Kill Bill: Vol. 1","word","fucked",10.95,"Fucks","2003"
"695","Kill Bill: Vol. 1","word","fucked",10.98,"Fucks","2003"
"696","Kill Bill: Vol. 1","word","bitch",11.87,"Female Slur","2003"
"697","Kill Bill: Vol. 1","word","goddamn",12.17,"PG-13","2003"
"698","Kill Bill: Vol. 1","word","fucking",12.17,"Fucks","2003"
"699","Kill Bill: Vol. 1","word","bitch",12.48,"Female Slur","2003"
"700","Kill Bill: Vol. 1","word","fuck",13.07,"Fucks","2003"
"701","Kill Bill: Vol. 1","word","bitch",13.08,"Female Slur","2003"
"702","Kill Bill: Vol. 1","word","shit",13.13,"Shits","2003"
"703","Kill Bill: Vol. 1","word","motherfucking",13.18,"Fucks","2003"
"704","Kill Bill: Vol. 1","word","ass",13.18,"PG-13","2003"
"705","Kill Bill: Vol. 1","word","motherfucking",13.28,"Fucks","2003"
"706","Kill Bill: Vol. 1","word","bitch",13.42,"Female Slur","2003"
"707","Kill Bill: Vol. 1","word","goddamn",17.2,"PG-13","2003"
"708","Kill Bill: Vol. 1","word","hell",17.58,"PG-13","2003"
"709","Kill Bill: Vol. 1","word","goddamn",18.02,"PG-13","2003"
"710","Kill Bill: Vol. 1","word","shit",18.07,"Shits","2003"
"711","Kill Bill: Vol. 1","word","goddamn",19.32,"PG-13","2003"
"712","Kill Bill: Vol. 1","word","cocksucker",19.73,"Gay Slur","2003"
"713","Kill Bill: Vol. 1","word","fuck",22.93,"Fucks","2003"
"714","Kill Bill: Vol. 1","word","shit",23.4,"Shits","2003"
"715","Kill Bill: Vol. 1","word","shit",23.45,"Shits","2003"
"716","Kill Bill: Vol. 1","word","fucking",25.02,"Fucks","2003"
"717","Kill Bill: Vol. 1","word","shithead",25.12,"Shits","2003"
"718","Kill Bill: Vol. 1","word","fuck",28.03,"Fucks","2003"
"719","Kill Bill: Vol. 1","word","cunt",28.43,"Female Slur","2003"
"720","Kill Bill: Vol. 1","word","shit",28.88,"Shits","2003"
"721","Kill Bill: Vol. 1","word","goddamn",29.37,"PG-13","2003"
"722","Kill Bill: Vol. 1","word","bullshit",31.07,"Shits","2003"
"723","Kill Bill: Vol. 1","word","shit",31.32,"Shits","2003"
"724","Kill Bill: Vol. 1","word","fuck",31.42,"Fucks","2003"
"725","Kill Bill: Vol. 1","word","fuck",31.6,"Fucks","2003"
"726","Kill Bill: Vol. 1","word","pussy",32.12,"PG-13","2003"
"727","Kill Bill: Vol. 1","word","fucker",32.15,"Fucks","2003"
"728","Kill Bill: Vol. 1","word","cunts",35.15,"Female Slur","2003"
"729","Kill Bill: Vol. 1","word","dicks",35.22,"Male Genitalia","2003"
"730","Kill Bill: Vol. 1","word","shit",46.45,"Shits","2003"
"731","Kill Bill: Vol. 1","word","bastard",46.47,"PG-13","2003"
"732","Kill Bill: Vol. 1","word","ass",46.63,"PG-13","2003"
"733","Kill Bill: Vol. 1","word","goddamn",47.97,"PG-13","2003"
"734","Kill Bill: Vol. 1","word","hell",48.03,"PG-13","2003"
"735","Kill Bill: Vol. 1","word","damn",48.6,"PG-13","2003"
"736","Kill Bill: Vol. 1","word","bastard",62.33,"PG-13","2003"
"737","Kill Bill: Vol. 1","word","fuckface",62.35,"Fucks","2003"
"738","Kill Bill: Vol. 1","word","bitch",62.87,"Female Slur","2003"
"739","Kill Bill: Vol. 1","word","fucking",64.2,"Fucks","2003"
"740","Kill Bill: Vol. 1","word","fucker",64.23,"Fucks","2003"
"741","Kill Bill: Vol. 1","word","bitches",64.32,"Female Slur","2003"
"742","Kill Bill: Vol. 1","word","fucking",64.38,"Fucks","2003"
"743","Kill Bill: Vol. 1","word","goddamn",73.48,"PG-13","2003"
"744","Kill Bill: Vol. 1","word","fucking",88.18,"Fucks","2003"
"745","Kill Bill: Vol. 1","word","hell",100.1,"PG-13","2003"
"746","Kill Bill: Vol. 2","word","hell",1.18,"PG-13","2004"
"747","Kill Bill: Vol. 2","word","bitch",4.83,"Female Slur","2004"
"748","Kill Bill: Vol. 2","word","ass",9.02,"PG-13","2004"
"749","Kill Bill: Vol. 2","word","cockblockery",9.62,"PG-13","2004"
"750","Kill Bill: Vol. 2","word","goddamn",11.38,"PG-13","2004"
"751","Kill Bill: Vol. 2","word","damn",12.82,"PG-13","2004"
"752","Kill Bill: Vol. 2","word","japs",15.53,"Racial Slur","2004"
"753","Kill Bill: Vol. 2","word","jew (verb)",17.33,"Racial Slur","2004"
"754","Kill Bill: Vol. 2","word","fucking",18.7,"Fucks","2004"
"755","Kill Bill: Vol. 2","word","ass",18.72,"PG-13","2004"
"756","Kill Bill: Vol. 2","word","fucking",19.37,"Fucks","2004"
"757","Kill Bill: Vol. 2","word","asshole",20.17,"PG-13","2004"
"758","Kill Bill: Vol. 2","word","fucking",20.3,"Fucks","2004"
"759","Kill Bill: Vol. 2","word","fucking",20.57,"Fucks","2004"
"760","Kill Bill: Vol. 2","word","fucking",20.98,"Fucks","2004"
"761","Kill Bill: Vol. 2","word","fucking",21.37,"Fucks","2004"
"762","Kill Bill: Vol. 2","word","fucking",21.42,"Fucks","2004"
"763","Kill Bill: Vol. 2","word","fucking",21.52,"Fucks","2004"
"764","Kill Bill: Vol. 2","word","shit",21.8,"Shits","2004"
"765","Kill Bill: Vol. 2","word","shitty",22.5,"Shits","2004"
"766","Kill Bill: Vol. 2","word","ass",26.62,"PG-13","2004"
"767","Kill Bill: Vol. 2","word","shit",27.03,"Shits","2004"
"768","Kill Bill: Vol. 2","word","bitch",28.93,"Female Slur","2004"
"769","Kill Bill: Vol. 2","word","ass",29.92,"PG-13","2004"
"770","Kill Bill: Vol. 2","word","damn",30.47,"PG-13","2004"
"771","Kill Bill: Vol. 2","word","bitch",33.02,"Female Slur","2004"
"772","Kill Bill: Vol. 2","word","pussy",33.15,"PG-13","2004"
"773","Kill Bill: Vol. 2","word","pussy",33.23,"PG-13","2004"
"774","Kill Bill: Vol. 2","word","ass",34.6,"PG-13","2004"
"775","Kill Bill: Vol. 2","word","goddamn",34.7,"PG-13","2004"
"776","Kill Bill: Vol. 2","word","fucking",34.77,"Fucks","2004"
"777","Kill Bill: Vol. 2","word","bastards",44.12,"PG-13","2004"
"778","Kill Bill: Vol. 2","word","fucker",44.65,"Fucks","2004"
"779","Kill Bill: Vol. 2","word","ass",47.13,"PG-13","2004"
"780","Kill Bill: Vol. 2","word","goddamn",49.2,"PG-13","2004"
"781","Kill Bill: Vol. 2","word","japs",49.2,"Racial Slur","2004"
"782","Kill Bill: Vol. 2","word","goddamn",50.93,"PG-13","2004"
"783","Kill Bill: Vol. 2","word","fucked",65.67,"Fucks","2004"
"784","Kill Bill: Vol. 2","word","horeshit",68.4,"Shits","2004"
"785","Kill Bill: Vol. 2","word","shit",72.45,"Shits","2004"
"786","Kill Bill: Vol. 2","word","bitch",78.9,"Female Slur","2004"
"787","Kill Bill: Vol. 2","word","fucking",79.88,"Fucks","2004"
"788","Kill Bill: Vol. 2","word","bitch",79.88,"Female Slur","2004"
"789","Kill Bill: Vol. 2","word","fucking",79.93,"Fucks","2004"
"790","Kill Bill: Vol. 2","word","fuck",79.93,"Fucks","2004"
"791","Kill Bill: Vol. 2","word","fucking",80.28,"Fucks","2004"
"792","Kill Bill: Vol. 2","word","fucking",80.63,"Fucks","2004"
"793","Kill Bill: Vol. 2","word","shit",80.75,"Shits","2004"
"794","Kill Bill: Vol. 2","word","pussy",85.35,"PG-13","2004"
"795","Kill Bill: Vol. 2","word","pussy",85.4,"PG-13","2004"
"796","Kill Bill: Vol. 2","word","fucking",102.12,"Fucks","2004"
"797","Kill Bill: Vol. 2","word","goddamn",103.23,"PG-13","2004"
"798","Kill Bill: Vol. 2","word","fuck",103.28,"Fucks","2004"
"799","Kill Bill: Vol. 2","word","shit",104.63,"Shits","2004"
"800","Kill Bill: Vol. 2","word","ass",107.43,"PG-13","2004"
"801","Kill Bill: Vol. 2","word","fuck",110.23,"Fucks","2004"
"802","Kill Bill: Vol. 2","word","fucking",110.93,"Fucks","2004"
"803","Kill Bill: Vol. 2","word","bitch",110.97,"Female Slur","2004"
"804","Kill Bill: Vol. 2","word","fucking",111.05,"Fucks","2004"
"805","Kill Bill: Vol. 2","word","bullshit",111.58,"Shits","2004"
"806","Kill Bill: Vol. 2","word","shitless",111.92,"Shits","2004"
"807","Kill Bill: Vol. 2","word","fucking",112.52,"Fucks","2004"
"808","Kill Bill: Vol. 2","word","shit",112.52,"Shits","2004"
"809","Kill Bill: Vol. 2","word","fucking",116.28,"Fucks","2004"
"810","Kill Bill: Vol. 2","word","assholes",116.28,"PG-13","2004"
"811","Kill Bill: Vol. 2","word","fucking",116.57,"Fucks","2004"
"812","Kill Bill: Vol. 2","word","bastard",117.25,"PG-13","2004"
"813","Kill Bill: Vol. 2","word","bastard",117.35,"PG-13","2004"
"814","Kill Bill: Vol. 2","word","cunt",119.58,"Female Slur","2004"
"815","Pulp Fiction","word","shit",0.52,"Shits","1994"
"816","Pulp Fiction","word","fucking",0.82,"Fucks","1994"
"817","Pulp Fiction","word","fuck",1.37,"Fucks","1994"
"818","Pulp Fiction","word","fucking",1.62,"Fucks","1994"
"819","Pulp Fiction","word","fucking",1.73,"Fucks","1994"
"820","Pulp Fiction","word","fucking",1.77,"Fucks","1994"
"821","Pulp Fiction","word","fucking",2.18,"Fucks","1994"
"822","Pulp Fiction","word","fuck",2.22,"Fucks","1994"
"823","Pulp Fiction","word","gook",2.28,"Racial Slur","1994"
"824","Pulp Fiction","word","fuckers",2.28,"Fucks","1994"
"825","Pulp Fiction","word","gooks",2.42,"Racial Slur","1994"
"826","Pulp Fiction","word","fucking",2.45,"Fucks","1994"
"827","Pulp Fiction","word","fucking",2.47,"Fucks","1994"
"828","Pulp Fiction","word","fucking",2.53,"Fucks","1994"
"829","Pulp Fiction","word","fuck",2.6,"Fucks","1994"
"830","Pulp Fiction","word","fuck",3.52,"Fucks","1994"
"831","Pulp Fiction","word","fucking",3.58,"Fucks","1994"
"832","Pulp Fiction","word","wetback",3.67,"Racial Slur","1994"
"833","Pulp Fiction","word","fuck",3.7,"Fucks","1994"
"834","Pulp Fiction","word","fucking",4.68,"Fucks","1994"
"835","Pulp Fiction","word","motherfucking",4.75,"Fucks","1994"
"836","Pulp Fiction","word","fucking",7.7,"Fucks","1994"
"837","Pulp Fiction","word","shit",7.87,"Shits","1994"
"838","Pulp Fiction","word","fuck",8.25,"Fucks","1994"
"839","Pulp Fiction","word","goddamn",8.67,"PG-13","1994"
"840","Pulp Fiction","word","fucking",8.72,"Fucks","1994"
"841","Pulp Fiction","word","shit",8.72,"Shits","1994"
"842","Pulp Fiction","word","fucking",9.1,"Fucks","1994"
"843","Pulp Fiction","word","n-word",10.08,"Racial Slur","1994"
"844","Pulp Fiction","word","fucked",10.17,"Fucks","1994"
"845","Pulp Fiction","word","fuck",10.4,"Fucks","1994"
"846","Pulp Fiction","word","ass",10.73,"PG-13","1994"
"847","Pulp Fiction","word","n-word",10.75,"Racial Slur","1994"
"848","Pulp Fiction","word","n-word",10.85,"Racial Slur","1994"
"849","Pulp Fiction","word","damn",10.98,"PG-13","1994"
"850","Pulp Fiction","word","pussy",11.52,"PG-13","1994"
"851","Pulp Fiction","word","fucking",11.55,"Fucks","1994"
"852","Pulp Fiction","word","bitch",11.6,"Female Slur","1994"
"853","Pulp Fiction","word","bitch",11.6,"Female Slur","1994"
"854","Pulp Fiction","word","fucking",11.63,"Fucks","1994"
"855","Pulp Fiction","word","fucking",11.68,"Fucks","1994"
"856","Pulp Fiction","word","fucking",11.83,"Fucks","1994"
"857","Pulp Fiction","word","fucking",11.88,"Fucks","1994"
"858","Pulp Fiction","word","shit",11.92,"Shits","1994"
"859","Pulp Fiction","word","fucking",12.03,"Fucks","1994"
"860","Pulp Fiction","word","shit",12.07,"Shits","1994"
"861","Pulp Fiction","word","fuck",12.2,"Fucks","1994"
"862","Pulp Fiction","word","fuck",12.27,"Fucks","1994"
"863","Pulp Fiction","word","motherfucking",12.88,"Fucks","1994"
"864","Pulp Fiction","word","fucking",12.9,"Fucks","1994"
"865","Pulp Fiction","word","n-word",12.92,"Racial Slur","1994"
"866","Pulp Fiction","word","shit",12.93,"Shits","1994"
